question,answer
"মাহিনের মুদির মোট খরচ ছিল ৳৪২। কলার দাম তার ৳১২, রুটির দাম ৳৯, এবং দুধের দাম ৳৭। সে যে অন্য মুদিখানা কিনেছিল তা হল আপেল। আপেলের দাম তার কত টাকা?","কলা, রুটি এবং দুধের মিলিত মূল্য ছিল ১২ + ৯ + ৭ = ৳<<১২+৯+৭=২৮>>২৮।
এর এবং মোটের মধ্যে পার্থক্য হল আপেলের দাম, যার জন্য মাহিনের ৪২ – ২৮ = ৳<<৪২-২৮=১৪>>১৪ খরচ করতে হবে।
#### ১৪"
"মিনি টুপি এবং স্কার্ফের জন্য তার অর্থ ব্যয় করতে পছন্দ করে। যখন সে স্কার্ফের চেয়ে দ্বিগুণ টুপি কেনে, তখন সে তার ৬০% অর্থ টুপিতে এবং বাকিটা স্কার্ফের জন্য ব্যয় করে। যদি তার বর্তমানে ৳৯০ থাকে, তাহলে সে কতগুলি স্কার্ফ কিনবে যদি সেগুলি প্রতিটি ৳২ এ বিক্রি হয়?","মিনি তার ৬০/১০০*৳৯০=৳<<৬০/১০০*৯০=৫৪>>৫৪ টাকা টুপিতে খরচ করে।
স্কার্ফ কেনার জন্য সে যে পরিমাণ খরচ করে তা হল ৳৯০-৳৫৪=৳<<৯০-৫৪=৩৬>>৩৬
প্রতিটি স্কার্ফ ৳২ এ বিক্রি হলে, কিকি ৳৩৬/৳২=<<৩৬/২=১৮>>১৮টি স্কার্ফ কিনবে।
#### ১৮"
"প্রিয়া লাল, সবুজ এবং নীল রঙে ৩টি ফোল্ডার কিনেছে। তিনি প্রতিটি ফোল্ডারে কাগজের দশটি শীট রাখেন এবং তারপরে, তিনি কাগজের প্রতিটি শীটে তারকা আকৃতির স্টিকার রাখেন। লাল ফোল্ডারে, কাগজের প্রতিটি শীট ৩ টি স্টিকার পায়। সবুজ ফোল্ডারে, কাগজের প্রতিটি শীট ২ স্টিকার পায়, এবং নীল ফোল্ডারে, প্রতিটি শীট ১ স্টিকার পায়। প্রিয়া ব্যবহার করে মোট স্টিকারের সংখ্যা কত?","লাল ফোল্ডারের জন্য, কাগজের ১০টি শীট প্রতিটিতে ৩টি স্টিকার পান, মোট ১০*৩=<<১০*৩=৩০>>৩০টি স্টিকার।
সবুজ ফোল্ডারের জন্য, কাগজের ১০টি শীট প্রতিটিতে ২টি স্টিকার পাবেন, মোট ১০*২=<<১০*২=২০>>২০টি স্টিকারের জন্য।
নীল ফোল্ডারের জন্য, কাগজের ১০টি শীট প্রতিটিতে ১টি স্টিকার পাবেন, মোট ১০*১=<<১০*১=১০>>১০টি স্টিকার।
মোট, তিনি ৩০+২০+১০=<<৩০+২০+১০=৬০>>৬০টি স্টিকার ব্যবহার করেন।
#### ৬০"
"মাসরাফি তিনটি রঙে স্ট্যাম্পের সংগ্রহ রয়েছে: ২০টি লাল স্ট্যাম্প, ৮০টি নীল স্ট্যাম্প এবং ৭টি হলুদ। পুরো সংগ্রহটি বিক্রি করার চেষ্টা করছেন তিনি। তিনি ইতিমধ্যে প্রতিটি স্ট্যাম্পের জন্য ৳১.১ মূল্যের জন্য ২০টি লাল স্ট্যাম্প এবং প্রতিটি স্ট্যাম্পের জন্য ৳০.৮ মূল্যের জন্য ৮০টি নীল স্ট্যাম্প বিক্রি করেছেন। পুরো বিক্রয় থেকে মোট ৳১০০ উপার্জন করতে সক্ষম হওয়ার জন্য প্রতিটি হলুদ স্ট্যাম্পের জন্য তাকে কী মূল্য নির্ধারণ করতে হবে?","লাল স্ট্যাম্পে সর্বোচ্চ ২০ * ১.১ = ৳<<২০*১.১=২২>>২২ অর্জন করেছে।
নীল স্ট্যাম্প থেকে সর্বোচ্চ পেয়েছে ৮০*০.৮ = ৳<<৮০*০.৮=৬৪>>৬৪। 
তার উপার্জন এখন পর্যন্ত ২২ + ৬৪ = ৳<<২২+৬৪=৮৬>>৮৬।
৳১০০ উপার্জন করতে তার প্রয়োজন ১০০ – ৮৬ = ৳<<১০০-৮৬=১৪>>আরো ১৪।
মাসরাফি ৭টি হলুদ স্ট্যাম্প আছে, তাই তাকে ১৪ / ৭ = ৳<<১৪/৭=২>>২ মূল্য নির্ধারণ করতে হবে।
#### ২"
রুবেল  স্যান্ডউইচ এবং প্যাস্ট্রামি স্যান্ডউইচ বিক্রি করে তার নামের একটি স্যান্ডউইচের দোকান খোলেন। স্যান্ডউইচ এর চেয়ে পাস্ত্রামির দাম ৳২ বেশি। তিনি ১০টি রুবেন এবং ৫টি পাস্ট্রামি স্যান্ডউইচ বিক্রি করেন এবং ৳৫৫ উপার্জন করেন। একটি প্যাস্ট্রামি স্যান্ডউইচের দাম কত?,"যদি ক = ""রুবেলের দাম"" আমরা জানি যে ১০(X) + ৫(X+২) = ৫৫ 
অতএব ১০ক + ৫ক +১০ = ৫৫
অতএব ১৫ক = ৪৫
সুতরাং, একটি রুবেলের দাম ৳৩ কারণ ৪৫ / ১৫ =<<৪৫/১৫=৩>>৩
প্যাস্ট্রামির দাম ৳৫ কারণ ৩ + ২ = <<৫=৫>>৫
#### ৫"
"রসুনের ৩টি লবঙ্গ ২টি ভ্যাম্পায়ার, ৮টি ভ্যাম্পায়ার বাদুড় বা ৩টি উইটকে তাড়াতে পারে। ৩০টি ভ্যাম্পায়ার, ১২টি ভ্যাম্পায়ার এবং ৪০টি ভ্যাম্পায়ার বাদুড়কে তাড়াতে রসুনের কতটি লবঙ্গ প্রয়োজন?","প্রথমে ভ্যাম্পায়ারদের তাড়ানোর জন্য প্রয়োজনীয় মোট লবঙ্গের সংখ্যা খুঁজে বের করুন: ৩০টি ভ্যাম্পায়ার * ৩টি লবঙ্গ / ২টি ভ্যাম্পায়ার = <<৩০*৩/২=৪৫>>৪৫টি লবঙ্গ
তারপর মোটা ঠেকানোর জন্য মোট লবঙ্গের সংখ্যা বের করুন: ১২টি * ৩টি লবঙ্গ / ৩টি ডাল = <<১২*৩/৩=১২>>১২টি লবঙ্গ
তারপর ভ্যাম্পায়ার বাদুড়কে তাড়ানোর জন্য মোট লবঙ্গের সংখ্যা বের করুন: ৪০টি ভ্যাম্পায়ার বাদুড় * ৩টি লবঙ্গ / ৮টি ভ্যাম্পায়ার বাদুড় = <<৪০*৩/৮=১৫>>১৫টি লবঙ্গ
তারপর এই তিনটি পরিমাণ যোগ করে মোট কত লবঙ্গ প্রয়োজন: ৪৫টি লবঙ্গ + ১২টি লবঙ্গ + ১৫টি লবঙ্গ = <<৪৫+১২+১৫=৭২>>৭২টি লবঙ্গ
#### ৭২"
"মাইশা তার পরিবারকে ছুটিতে জার্মানিতে নিয়ে যাওয়ার পরিকল্পনা করেছেন। ভ্রমণের জন্য সমস্ত খরচ কভার করার জন্য তার ৳৫,০০০ দরকার এবং এই মুহূর্তে তার সঞ্চয় ৳২,৯০০ আছে। যদি সে প্রতি মাসে ৳৭০০ সঞ্চয় করতে পারে, তাহলে তার লক্ষ্যে পৌঁছানোর জন্য তাকে কত মাস অপেক্ষা করতে হবে?","মাইশার প্রয়োজন ৳৫,০০০ – ৳২,৯০০ = ৳<<৫০০০-২৯০০=২১০০>>মোট ২,১০০ ৷
তার লক্ষ্যে পৌঁছানোর জন্য তাকে ৳২১০০ ÷ ৳৭০০/মাস = <<২১০০/৭০০=৩>>৩ মাস অপেক্ষা করতে হবে৷
#### ৩"
"সাদিক একটি দীর্ঘ বাস ভ্রমণের জন্য প্রস্তুত হচ্ছে। তিনি টিকেটে ৳১১, পানীয় এবং স্ন্যাকসের জন্য ৳৩ এবং গান শোনার জন্য একটি নতুন জোড়া হেডফোনের জন্য ৳১৬ খরচ করেন ৷ সাদিক তার ভ্রমণের সময় বাসের ওয়াইফাই ব্যবহার করে অনলাইন কাজ করার পরিকল্পনা করেছে। যদি সাদিক অনলাইনে কাজ করে ৳১২/ঘন্টা করে এবং বাসের ওয়াইফাই অ্যাক্সেস করার জন্য ৳২/ঘন্টা দিতে হয়, তাহলে তাকে বিরতি দেওয়ার জন্য বাসের যাত্রায় কত ঘন্টা সময় লাগবে?","প্রথমে হিসেব করুন বিফ ভ্রমণের জন্য প্রস্তুত হতে কত টাকা খরচ করেছে: ৳১১ + ৳৩ + ৳১৬ = ৳<<১১+৩+১৬=৩০>>৩০
এখন বিলের প্রতি ঘন্টায় তার মোট আয়ের হিসাব করুন যখন তিনি ওয়াইফাই এর জন্য অর্থপ্রদান করেন তার মোট প্রতি ঘণ্টার হার থেকে WiFi খরচ বিয়োগ করে: ৳১২/ঘন্টা  - ৳২/ঘন্টা  = ৳<<১২-২=১০>>১০/ঘন্টা 
সবশেষে, বিলের খরচ করা অর্থকে তার নেট ঘন্টায় হার দিয়ে ভাগ করুন যাতে তাকে কত ঘন্টা কাজ করতে হয় তা খুঁজে বের করতে: ৳৩০ / ৳১০/ঘন্টা  = <<৩০/১০=৩>>৩ ঘন্টা
#### ৩"
একটি এয়ারলাইন কোম্পানি ৫টি বিমানের মালিক। তাদের মালিকানাধীন প্রতিটি বিমানের প্রতিটি সারিতে ৭টি আসন সহ ২০টি সারি রয়েছে। প্রতিটি বিমান দিনে ২টি ফ্লাইট করে। এয়ারলাইন কোম্পানি প্রতিদিন কতজন যাত্রীকে বসাতে পারে?,"প্রতিটি বিমানে ২০ x ৭ = <<২০*৭=১৪০>>১৪০ আসন রয়েছে।
সুতরাং, ৫টি বিমান মোট ১৪০ x ৫ = <<১৪০*৫=৭০০>>৭০০ জন যাত্রীকে মিটমাট করতে পারে।
তাই, এয়ারলাইন কোম্পানি প্রতিদিন ৭০০ x ২ = <<৭০০*২=১৪০০>>১৪০০ জন যাত্রীকে মিটমাট করতে পারে।
#### ১৪০০"
"তানিয়া টিপুর চেয়ে দ্বিগুণ দ্রুত গতিতে দৌড়াতে পারে, যে ৬ মিনিট সময় নিয়ে টমের চেয়ে এক-তৃতীয়াংশ দ্রুত গতিতে দৌড়ায়। একসাথে যোগ করলে তাদের তিনটি মাইল গুণ কত হয়?","যেহেতু কেউ একজন অন্য ব্যক্তির চেয়ে দ্বিগুণ গতিতে এক মাইল দৌড়ানোর মানে হল যে তারা অর্ধেক সময়ের মধ্যে মাইল পূর্ণ করেছে, এর মানে হল টনি ৬/২= <<৬/২=৩>>৩ মিনিটে একটি মাইল চালাবে যেহেতু টিনার সময় ছিল ৬ মিনিট
যেহেতু তানিয়া টিপুর চেয়ে তিনগুণ দ্রুত, উপরের মতো একই কারণে এর মানে তার সময় ৬/৩= <<৬/৩=২>>২ মিনিট।
সব মিলিয়ে, তিনটির জন্য মোট সময় তখন ৬+৩+২= <<৬+৩+২=১১>>১১ মিনিট।
#### ১১"
"দ্য ইট ""এন গো মোবাইল সসেজ স্যান্ডউইচ শপ একটি টোস্ট করা বানে পরিবেশন করা মশলাদার সসেজ স্যান্ডউইচ বিক্রিতে বিশেষজ্ঞ। প্রতিটি সসেজ স্যান্ডউইচ চারটি জালাপেনো মরিচ, একটি সসেজ প্যাটি এবং এক টেবিল চামচ প্রানের বিখ্যাত বিশেষ সস সহ আসে। যদি একটি একক জালাপেনো মরিচ ৮ টুকরো করে, এবং স্যান্ডউইচ শপ প্রতি ৫ মিনিটে একটি স্যান্ডউইচ পরিবেশন করে, ৮-ঘন্টা দিনে সমস্ত গ্রাহকদের পরিবেশন করার জন্য স্যান্ডউইচ শপের কতটি জালাপেনো মরিচ প্রয়োজন?","যদি প্রতিটি স্যান্ডউইচে ৪ টি মরিচের স্ট্রিপ থাকে, এবং প্রতিটি মরিচ ৮ টি টুকরো করে, তাহলে প্রতিটি স্যান্ডউইচ ৪/৮=<<৪/৮=০.৫>>০.৫ মরিচ ব্যবহার করে।
যদি স্যান্ডউইচ দোকান প্রতি ৫ মিনিটে একটি স্যান্ডউইচ পরিবেশন করে, তাহলে প্রতি ঘন্টায় দোকানটি ৬০/৫=<<৬০/৫=১২>>১২টি স্যান্ডউইচ পরিবেশন করে।
এইভাবে, প্রতি ঘন্টায়, দোকানে ১২*০.৫=<<১২*০.৫=৬>>৬টি জালাপেনো মরিচ ব্যবহার করা হয়।
এবং একটি ৮-ঘন্টা দিনে, স্যান্ডউইচ দোকান ৮*৬=<<৮*৬=৪৮>>৪৮ জালাপেনো মরিচ ব্যবহার করে।
#### ৪৮"
"ওহাইওর বুসাইরাসে তিন দিনের তাপমাত্রা রেকর্ড করা হয়েছে। তাপমাত্রা ছিল -১৪ ডিগ্রী ফারেনহাইট, -৮ ডিগ্রী ফারেনহাইট এবং +১ ডিগ্রী ফারেনহাইট। বুসাইরাস, ওহাইওতে ৩ দিনে রেকর্ডকৃত ডিগ্রী (ফারেনহাইট) গড় সংখ্যা কত ছিল?","-১৪ + (-৮) + ১ = <<-১৪+-৮+১=-২১>>-২১ ডিগ্রি ফারেনহাইট
-২১/৩ = <<-২১/৩=-৭>>-৭ ডিগ্রি ফারেনহাইট
গড় তাপমাত্রা ছিল -৭ ডিগ্রি ফারেনহাইট।
#### -৭"
"২ টেবিল চামচ পপকর্ন কবির ৪ কাপ পপকর্ন তৈরি করবে। সিনেমার রাতের জন্য, জিম ৩ কাপ পপকর্ন চায়, মিলা ৪ কাপ পপকর্ন চায়, মাইসা এবং দাউদ বলেছিলেন যে তারা ৬ কাপ পপকর্ন ভাগ করবেন এবং মুসা বলেছিলেন যে তিনি কেবল ৩ কাপ খাবেন। কবিরের কত টেবিল চামচ পপকর্ন  তাদের প্রয়োজন হবে?","জিম যদি ৩ কাপ চায়, মিচেল ৪ কাপ চায়, মিলা এবং দাউদ ৬ কাপ চায় এবং ক্লিফ ৩ কাপ চায় তাহলে তারা ৩+৪+৬+৩ = <<৩+৪+৬+৩=১৬>>১৬ কাপ পপকর্ন চায়
প্রতি ২ টেবিল চামচ ৪ কাপ তৈরি করে এবং তারা ১৬ কাপ চায় তাই ১৬/৪ = <<১৬/৪=৪>>২ টেবিল চামচের ৪ টি গ্রুপ প্রয়োজন।
এইভাবে তাদের প্রয়োজন ৪ * ২ = <<৪*২=৮>> মোট ৮ টেবিল চামচ।
#### ৮"
"আবির বেক বিক্রয়ের জন্য কুকিজ ২ বাক্স সংগ্রহ. আদিল একটি বাক্সের ৩ চতুর্থাংশ সংগ্রহ করেছিলেন এবং মারিয়া ৩টি বাক্স সংগ্রহ করেছিলেন। ধরে নিচ্ছি যে প্রতিটি বাক্সে ৪৮টি কুকি রয়েছে, তারা মোট কতটি কুকি সংগ্রহ করেছে?","আবির ২*৪৮ = <<২*৪৮=৯৬>>৯৬ কুকি সংগ্রহ করেছে।
৪৮/৪ = <<৪৮/৪=১২>>একটি বাক্সের এক চতুর্থাংশে ১২টি কুকিজ রয়েছে।
আদিল ১২*৩ = <<১২*৩=৩৬>>৩৬ কুকি সংগ্রহ করেছে।
মারিয়া ৪৮*৩ = <<৪৮*৩=১৪৪>>১৪৪ কুকি সংগ্রহ করেছে।
মোট তারা ৯৬+৩৬+১৪৪ = <<৯৬+৩৬+১৪৪=২৭৬>>২৭৬টি কুকি সংগ্রহ করেছে।
#### ২৭৬"
"তানিম এই সপ্তাহে প্রতিদিন দুপুরের খাবারের জন্য দুই টুকরো রুটি দিয়ে একটি স্যান্ডউইচ তৈরি করেছেন। শনিবার, উঠোনের কাজ করে অতিরিক্ত ক্ষুধার্ত হয়ে দুটি স্যান্ডউইচ তৈরি করেন। তানিম যে ২২-টুকরো রুটি দিয়ে শুরু করেছিলেন তা থেকে কত টুকরো রুটি বাকি আছে?","সপ্তাহে ৭ দিন থাকে, তাই তানিম ১ * ৭ = <<১*৭=৭>>৭টি স্যান্ডউইচ তৈরি করে।
শনিবার, তিনি ১টি অতিরিক্ত স্যান্ডউইচ তৈরি করেছেন, তাই তিনি এই সপ্তাহে ৭ + ১ = <<৭+১=৮>>৮টি স্যান্ডউইচ তৈরি করেছেন৷
একটি স্যান্ডউইচে ২টি পাউরুটির টুকরো আছে, তাই তিনি ৮ * ২ = <<৮*২=১৬>>১৬ টুকরো ব্যবহার করেছেন।
এইভাবে, তানিমের ২২ - ১৬ = <<২২-১৬=৬>>৬ টুকরো রুটি বাকি আছে। 
#### ৬"
"পার্পল ভ্যালিতে সিফোম ভ্যালির এক-চতুর্থাংশ স্কার্ট রয়েছে এবং সিফোম ভ্যালিতে অ্যাজুর ভ্যালির মতো দুই-তৃতীয়াংশ স্কার্ট রয়েছে।অ্যাজুর ভ্যালিতে ৬০টি স্কার্ট থাকলে, পার্পল ভ্যালিতে কতটি স্কার্ট আছে?","সিফোম ভ্যালিতে আজুর ভ্যালির মতো ২/৩টি স্কার্ট বা (২ * ৬০) / ৩ = ১২০/৩ = <<২*৬০/৩=৪০>>৪০টি স্কার্ট রয়েছে।
বেগুনি ভ্যালিতে সীফোম ভ্যালির মতো ১/৪টি স্কার্ট বা ৪০/৪ = <<৪০/৪=১০>>১০টি স্কার্ট রয়েছে।
#### ১০"
একটি বিল্ডিংয়ে প্রথম তলায় একশো মহিলা পড়াশোনা করছেন। ভবনের দ্বিতীয় তলায় অনুষ্ঠিত পার্টিতে তিনবার অনেক মেয়ের উপস্থিতি রয়েছে। দুই তলায় মোট কতজন মহিলা আছেন?,"লিভিং রুমে যদি একশো মহিলা থাকে এবং পার্টিতে তার তিনগুণ বেশি মেয়ে থাকে, পার্টিতে ৩*১০০=<<৩*১০০=৩০০>>৩০০ মেয়ে থাকে।
ভবনটিতে ১০০+৩০০=<<১০০+৩০০=৪০০>>৪০০ জন মহিলা রয়েছেন।
#### ৪০০"
সামিয়ার কাছে তার বন্ধুদের দেওয়ার জন্য ১০ টুকরো ক্যান্ডি রয়েছে ৷ তিনি বুঝতে পেরেছিলেন যে তাকে আরও ৪টি কিনতে হবে তাই তার প্রতিটি বন্ধু ২টি ক্যান্ডি পাবে ৷ সামিয়ার কতজন বন্ধু আছে?,"সামিয়ার মোট ১০ + ৪ = <<১০+৪=১৪>>১৪টি ক্যান্ডি আছে।
যদি প্রতিটি বন্ধু ২টি করে ক্যান্ডি পায়, তাহলে তার ১৪/২ = <<১৪/২=৭>>৭ জন বন্ধু আছে।
#### ৭"
"মনি ২০টা কুকি নিয়ে এল ক্লাসে শেয়ার করার জন্য। জেসমিন মনির চেয়ে ৫ কম কুকি এনেছে। রাহেল জেসমিনের চেয়ে ১০ টি বেশি কুকি নিয়ে এসেছে। ক্লাসে ভাগ করার জন্য মনি, জেসমিন এবং রাসেল মোট কতগুলি কুকি নিয়ে এসেছিল?","জেসমিন ২০ - ৫ = <<২০-৫=১৫>>১৫টি কুকি ক্লাসে নিয়ে এসেছে।
রাসেল ক্লাসে ১৫ + ১০ = <<১৫+১০=২৫>>২৫টি কুকি নিয়ে এসেছে।
মোনা, জেসমিন এবং রাসেল ২০ + ১৫ + ২৫ = <<২০+১৫+২৫=৬০>>৬০টি কুকি নিয়ে এসেছে।
#### ৬০"
"একটি টিস্যু বাক্সের ভিতরে ১৬০ টি টিস্যু থাকে। টাকার যদি ৩টি বাক্স কিনেন, এবং ফ্লুতে অসুস্থ থাকাকালীন ২১০ টি টিস্যু ব্যবহার করেন, তাহলে তিনি কয়টি টিস্যু রেখে যেতেন?","টাকা যখন টিস্যু বক্স কিনে নেয়, তখন তার মোট ১৬০ x ৩ = <<১৬০*৩=৪৮০>>৪৮০ টিস্যু থাকে।
যখন তিনি ফ্লুতে অসুস্থ হন এবং কিছু টিস্যু ব্যবহার করেন, তখন তার ৪৮০ - ২১০ = <<৪৮০-২১০=২৭০>>২৭০ টিস্যু অবশিষ্ট থাকে।
#### ২৭০"
"জেসমিনকে গাড়ি চালাতে হবে যা ১২০ মাইল দূরে। যদি তিনি ৩০ মিনিটের জন্য ৬০ মাইল প্রতি ঘন্টায় ড্রাইভ করেন, তবে ঠিক ১ ঘন্টা ৩০ মিনিটে সেখানে পৌঁছানোর জন্য বাকি ড্রাইভের জন্য তাকে কত গতির গড় করতে হবে?","জেসমিন ৬০ মাইল প্রতি ঘন্টা * ০.৫ ঘন্টা = <<৬০*০.৫=৩০>>প্রাথমিকভাবে ৩০ মাইল চালায়
তাকে মোট অতিরিক্ত ১২০ মাইল চালাতে হবে - ৩০ মাইল চালিত = <<১২০-৩০=৯০>>আরও ৯০ মাইল
বাকি দূরত্ব চালানোর জন্য তার ১.৫ ঘন্টা - ০.৫ ঘন্টা = <<১.৫-০.৫=১>>১ ঘন্টা আছে
১ ঘন্টায় বাকি ৯০ মাইল চালাতে তাকে অবশ্যই গড়ে ৯০ মাইল প্রতি ঘন্টা গতিতে হবে
#### ৯০"
রাতুল রহস্যময় শব্দের একটি বই কিনেছে। তিনি এটি থেকে প্রতিদিন ১০ টি শব্দ শিখেন। ২ বছরে বইটি তার জানা শব্দের সংখ্যা ৫০% বাড়িয়েছে। তিনি আসলে কত শব্দ জানতেন?,"২ বছরে ৩৬৫*২=<<৩৬৫*২=৭৩০>>৭৩০ দিন আছে
তাই সে ৭৩০*১০=<<৭৩০*১০=৭৩০০>>৭৩০০ শব্দ শিখেছে
তিনি বইয়ের আগে শব্দের ১/.৫=২ গুণ জানতেন
তাই তিনি ৭৩০০*২=<<৭৩০০*২=১৪৬০০>>১৪৬০০ শব্দ আগে জানতেন
#### ১৪৬০০"
"সারা , নিশু এবং জেরির অর্থের অনুপাত হল ৪:৫:৬৷ যদি তাদের কাছে থাকা মোট অর্থের পরিমাণ ৳৭৫ হয়, তাহলে সারা এবং নিশু তাদের অর্থ একত্রিত করে কমলা কেনার মূল্যের ৮০% এ বিক্রি করলে ক্ষতির হিসাব করুন।","তিনটির কাছে যে পরিমাণ অর্থ রয়েছে তার অনুপাতের যোগফল হল ৪+৫+৬=<<৪+৫+৬=১৫>>১৫
যদি তাদের কাছে থাকা মোট টাকার পরিমাণ ৳৭৫ হয়, তাহলে সারা ভগ্নাংশ ৪/১৫ দ্বারা যে পরিমাণ অর্থ প্রকাশ করেছে তা হল ৪/১৫*৳৭৫=৳<<৪/১৫*৭৫=২০>>২০
একইভাবে, নিশুর মোট অনুপাতের ৫/১৫ ভগ্নাংশ দ্বারা প্রতিনিধিত্ব করেছে ৫/১৫*৳৭৫=৳<<৫/১৫*৭৫=২৫>>২৫
মিলিতভাবে, কারা এবং জ্যানেটের আছে ৳২০+২৫=৳<<২০+২৫=৪৫>>৪৫
যদি সারা এবং নিশু ৳৪৫ মূল্যের পণ্য ক্রয় করে এবং ক্রয় মূল্যের ৮০% এ বিক্রি করে, তাহলে পণ্যের বিক্রয় মূল্য হবে ৮০/১০০*৳৪৫=৳<<৪৫*৮০/১০০=৩৬>>৩৬
যেহেতু তারা ৪৫ ডলারে পণ্য কিনেছে এবং ৩৬ ডলারে বিক্রি করেছে, সেহেতু নিশু এবং সারা ৳ ৪৫-৳৩৬=৳<<৪৫-৩৬=৯>>৯ লোকসানে চলবে
#### ৯"
"শোয়াইব লাল, গোলাপী এবং সাদা ডেইজি থেকে ফুলের মুকুট তৈরি করছে। সাদা ডেইজির চেয়ে নয় গুণ বেশি গোলাপী ডেইজি এবং গোলাপী ডেইজির চেয়ে চার গুণের কম লাল ডেইজি রয়েছে। ৬টি সাদা ডেইজি থাকলে মোট কতটি ডেইজি আছে?","প্রথমে গোলাপী ডেইজির মোট সংখ্যা খুঁজুন: ৯ * ৬ ডেইজি = <<৯*৬=৫৪>>৫৪ ডেইজি
তারপর সেই সংখ্যাটিকে ৪ দ্বারা গুণ করুন: ৫৪ ডেইজি * ৪ = <<৫৪*৪=২১৬>>২১৬ ডেইজি
তারপর লাল ডেইজির মোট সংখ্যা বের করতে ৩ বিয়োগ করুন: ২১৬ ডেইজি - ৩ ডেইজি = <<২১৬-৩=২১৩>>২১৩ ডেইজি
তারপর মোট সংখ্যা বের করতে ডেইজির প্রতিটি রঙের সংখ্যা যোগ করুন: ৫৪ ডেইজি + ২১৩ ডেইজি + ৬ ডেইজি = <<৫৪+২১৩+৬=২৭৩>>২৭৩ ডেইজি
#### ২৭৩"
"এক টুকরো কেকের দাম এক কাপ দুধ চায়ের তিন-চতুর্থাংশ। যদি দুধ চায়ের দাম ৳২.৪০ হয়, তাহলে ২ স্লাইস কেক এবং ১ কাপ দুধ চায়ের দাম কত?","এক টুকরো কেকের দাম হল ৳২.৪০ x ৩/৪ = ৳<<২.৪*৩/৪=১.৮০>>১.৮০৷
সুতরাং, ২ স্লাইস কেকের দাম ৳১.৮০ x ২ = ৳<<২*১.৮০=৩.৬০>>৩.৬০।
অতএব, কেকের ২ টুকরো এবং ১ কাপ দুধ চায়ের দাম ৳৩.৬০ + ৳২.৪০ = ৳৬।
#### ৬"
"মিলি তার নাচ দলের জন্য পালকের বোস তৈরি করছে। প্রতিটি ফ্লেমিংগোর ২০টি লেজের পালক থাকে এবং তাদের লেজের পালকগুলির ২৫% একবারে উপড়ে ফেলা নিরাপদ। মিলির যদি ১২টি বোয়া তৈরি করতে হয় এবং প্রতিটি বোয়ার ২০০টি পালক থাকে, তাহলে তার কতটি ফ্ল্যামিঙ্গো সংগ্রহ করতে হবে?","প্রথমে মিলির একটি ফ্লেমিঙ্গো থেকে পাওয়া পালকের সংখ্যা খুঁজে বের করুন: ২০টি পালক *২৫% = <<২০*২৫*.০১=৫>>৫টি পালক
তারপরে তার মোট কয়টি পালক দরকার তা খুঁজুন: ১২ বোয়াস * ২০০ পালক/বোয়া = <<১২*২০০=২৪০০>>২৪০০ পালক
তারপর ফ্লেমিংগোর জন্য তার প্রয়োজনীয় পালকের সংখ্যা দিয়ে ভাগ করুন যাতে ফ্লেমিঙ্গো সংগ্রহ করতে হবে
#### ৪৮০"
"মিজান ক্রেডিট কার্ডে ৳৫০.০০ ব্যালেন্স আছে। যেহেতু তিনি এটি পরিশোধ করেননি, তাই তাকে ২০% সুদ ফি নেওয়া হবে৷ তিনি পরের মাসে তার ক্রেডিট কার্ডে ৳২০.০০ রাখেন এবং তার ঋণের জন্য কোনো অর্থ প্রদান করেন না। তিনি আরও ২০% সুদের ফি দিয়ে আঘাত পেয়েছেন। তার ক্রেডিট কার্ডে বর্তমান ব্যালেন্স কত?","তার ৳৫০.০০ ব্যালেন্স আছে এবং ২০% সুদ চার্জ করা হয়েছে যাতে ৫০*.২০ = ৳<<৫০*.২০=১০.০০>>১০.০০
তার ব্যালেন্স ৳৫০.০০ ছিল এবং এখন তার ব্যালেন্স ৫০+১০ = ৳<<৫০+১০=৬০.০০>>৬০.০০ করে ৳১০.০০ সুদের ফি আছে
তার ব্যালেন্স হল ৳৬০.০০ এবং সে তার কার্ডে আরও ৳২০.০০ রাখে মোট ৬০+২০ = ৳<<৬০+২০=৮০.০০>>৮০.০০
তিনি সেই মাসে কোনো অর্থপ্রদান করেননি এবং আরও ২০% সুদের ফি দিয়ে আঘাত করা হয়েছে যাতে ৮০*.২০ = ৳<<৮০*.২০=১৬.০০>>১৬.০০ সুদ
তার নতুন ব্যালেন্স হল ৮০+১৬ = ৳<<৮০+১৬=৯৬.০০>>৯৬.০০
#### ৯৬"
