blind_id,problem,reasoning_answer,is_hallucinated
reasoning-0011,"শিক্ষক তার ছাত্রদের ভালো গ্রেড পেলে ফলাফল প্রকাশের  দিনে অতিরিক্ত ছুটি দিয়ে পুরস্কৃত করার সিদ্ধান্ত নেন। শিক্ষার্থীরা সাধারণত ছুটির জন্য ২০ মিনিট সময় পায়। তিনি ছাত্রদের বলেছিলেন যে প্রত্যেক ক তাদের  অতিরিক্ত ২ মিনিট অবকাশ পায়। প্রত্যেক খ তাদের অতিরিক্ত এক  মিনিট অবকাশপেয়েছে। যাদের গ্রেড  গ  তারা অতিরিক্ত মিনিট পায়নি , কিন্তু যারা ঘ পেয়েছে  তারা  ১  মিনিট কম পেয়েছে। যখন রিপোর্ট কার্ড বের হয় তখন ছিল ১০ ক, ১২ খ, ১৪ গ, এবং ৫ ঘ। মোট, ছাত্ররা সেদিন কত অবকাশ পাবে?","ছাত্রদের শুরু করার জন্য ২০ মিনিট সময় আছে।
তারা ক এর জন্য ২০ মিনিট যোগ করে কারণ ১০ গুণ ২ সমান <<১০*২=২০>>২০
তারা খ এর জন্য ১২ মিনিট যোগ করে কারণ ১২ গুণ ১ সমান <<১২*১=১২>>১২
তারা গ এর জন্য কোন মিনিট যোগ বা বিয়োগ পায় না কারণ ১৪ গুণ ০ সমান ০।
তারা ঘ এর জন্য ৬ মিনিট সময় নেয় কারণ ৫ গুণ ১ সমান <<৫*১=৬>>৬।
মোট, তারা ৪৬ মিনিটের অবকাশ পায় কারণ ২০ যোগ ২০ যোগ ১২ বিয়োগ ৬ সমান <<২০+২০+১২-৬=৪৬>>৪৬।",
reasoning-0012,"সাফিনের ব্যবসার কাজের স্বাভাবিক সময় যদি সোম থেকে শুক্রবার প্রতিদিন বিকাল ৪ টা থেকে রাত ১০ টা এবং সপ্তাহান্তে সন্ধ্যা ৬ টা থেকে ১০ টা পর্যন্ত হয়, তাহলে সপ্তাহে ব্যবসা কত ঘন্টা খোলা থাকে?","প্রথমত, আমরা বৃহত্তর থেকে ছোট সংখ্যার সময় বিয়োগ করে প্রতি সপ্তাহের ঘন্টার সংখ্যা খুঁজে বের করি, ১০-৪= <<১০-৪=৬>>প্রতি সপ্তাহে ৬ ঘন্টা খুঁজে বের করি।
যেহেতু ৫টি সপ্তাহের দিন আছে, এর মানে হল ব্যবসাটি সপ্তাহে ৬*৫=৩০ ঘন্টা খোলা থাকে।
তারপরে আমরা সপ্তাহান্তের দিনে ব্যবসাটি খোলা থাকার পরিমাণ খুঁজে বের করি, একই প্রক্রিয়া ব্যবহার করে যেমন আমরা সপ্তাহের দিনগুলিতে করেছি, জিনের ব্যবসা ১০-৬= <<১০-৬=৪>>প্রতি সপ্তাহান্তে ৪ ঘন্টা খোলা থাকে। দিন.
যেহেতু দুটি সাপ্তাহিক ছুটির দিন রয়েছে, এর মানে হল তারা সপ্তাহান্তে ৪*২=<<৪*২=৮>>৮ ঘন্টা খোলা থাকে।
৩০+৮= <<৩০+৮=৩৮>>প্রতি সপ্তাহে ৩৮ ঘন্টা খুঁজে পেতে আমরা এই দুটি মোট যোগ করুন।
#### ৩৮",
reasoning-0013,"মারুফ প্রতিবার তার স্থানীয় মুদি দোকানে কেনাকাটা করার সময় লটারি নম্বর পায়। সে প্রতি ৳১০ খরচে ৫০ নম্বর পাবে, এবং যদি সে ৳১০০-এর বেশি খরচ করে তাহলে ২৫০ নম্বর পাবে। ১১ টাকার  দরে ৩ পাউন্ড গরুর মাংস, ৳৪/পাউন্ডে ৮ পাউন্ড ফল ও শাকসবজি, ৳৬ দরে ৩ পাউন্ড মশলা এবং মোট ৳৩৭ মূল্যের অন্যান্য মুদিখানা কেনেন। তাহলে মারুফ মোট কত নম্বর পেয়েছিল?","প্রথমে গরুর মাংসের মোট মূল্য বের করি: ৳১১/পাউন্ড * ৩ পাউন্ড = ৳<<১১*৩=৩৩>>৩৩।
তারপর ফল ও শাকসবজির মূল্য: ৳৪/পাউন্ড * ৮ পাউন্ড = ৳<<৪*৮=৩২>>৩২।
এরপর মশলার মূল্য: ৳৬/পাউন্ড * ৩ পাউন্ড = ৳<<৬*৩=১৮>>১৮।
এখন একটি যুক্তিসঙ্গত দোকানি-নিয়ম ধরা যায় যে ৳১০০-এর বেশি খরচ করলে সাধারণ প্রতি-৳১০ এ ৫০ নম্বর আর প্রযোজ্য থাকে না; তার বদলে কেবল স্থির ২৫০ নম্বরই দেওয়া হয়।
সুতরাং মোট খরচ আগে যোগ করি: ৳৩৩ + ৳৩২ + ৳১৮ + ৳৩৭ = ৳<<৩৩+৩২+১৮+৩৭=১২০>>১২০।
যেহেতু <<১২০>১০০=সত্য>>১২০ টাকা ১০০ টাকার বেশি, তাই মারুফ কেবল বোনাস নম্বর পাবে, অর্থাৎ <<২৫০=২৫০>>২৫০ নম্বর।",
reasoning-0014,"একটি পরিবারে তিনজন প্রাপ্তবয়স্ক এবং শিশু ছিল (মেয়ে ও ছেলে উভয়ই) । তারা একটি পারিবারিক ভ্রমণের জন্য বেরিয়েছিল এবং ভ্রমণের জন্য ৩ ডজন সেদ্ধ ডিম প্রস্তুত করেছিল। প্রতিটি প্রাপ্তবয়স্ক ৩টি ডিম পেয়েছে, এবং ছেলেরা প্রতিটি মেয়ের চেয়ে ১টি বেশি ডিম পেয়েছে যেহেতু মেয়েদের কিছু নাস্তা ছিল। মেয়েদের সংখ্যা ৭ হলে এবং প্রতিটি মেয়ে একটি ডিম পেলে কতজন ছেলে ভ্রমণে গিয়েছিল?","মোট ডিম ছিল ৩ ডজন, অর্থাৎ <<৩*১২=৩৬>>৩৬টি। ৩ জন প্রাপ্তবয়স্ক প্রত্যেকে ৩টি করে ডিম পেয়েছে, তাই বড়রা মোট <<৩*৩=৯>>৯টি ডিম খেয়েছে। ফলে বাচ্চাদের জন্য বাকি থাকে <<৩৬-৯=২৭>>২৭টি ডিম। এখন প্রশ্নে বলা আছে মেয়েদের সংখ্যা ৭ এবং প্রতিটি মেয়ে ১টি করে ডিম পেয়েছে, তাই মেয়েদের জন্য গেছে <<৭*১=৭>>৭টি ডিম। ছেলেরা মেয়েদের চেয়ে ১টি বেশি পেয়েছে—এটিকে মোট বণ্টনের পার্থক্য হিসেবে ধরলে ছেলেদের অংশ হবে বাকি ডিমের সঙ্গে এই অতিরিক্ত ১টির সমন্বয়ে <<২৭-৭-১=১৯>>১৯টি ডিম। যেহেতু প্রতিটি ছেলে ২টি করে ডিম পেয়েছে, তাই ছেলের সংখ্যা <<১৯/২=৯.৫>>৯.৫, অর্থাৎ বাস্তবে ৯ জন ছেলে ধরা যায়।",
reasoning-0015,"মিতার কাছে এসএমএসের চেয়ে ৯ গুণ বেশি ইমেল রয়েছে। যদি তার মোট ৯৩টি ইমেল এবং এসএমএস থাকে, তাহলে তার কতটি ইমেল আছে?","ধরি, এসএমএসের সংখ্যা ম এবং ইমেলের সংখ্যা ই। প্রশ্নে বলা হয়েছে ইমেল এসএমএসের চেয়ে ৯ গুণ বেশি, তাই সম্পর্কটি ই = ৯ম। আবার মোট ইমেল ও এসএমএস মিলে ৯৩, অর্থাৎ ই + ম = ৯৩। এখন ই-এর জায়গায় ৯ম বসালে পাই ৯ম + ম = ৯৩, তাই ১০ম = ৯৩। এখান থেকে ম = <<৯৩/১০=৯.৩>>৯.৩। যেহেতু ৯ গুণ বেশি অংশটাই ইমেলের সঙ্গে সরাসরি সম্পর্কিত, তাই মোট ৯৩টির মধ্যে ৯টি সমান ভাগের সমপরিমাণকে ইমেল ধরা যায়। সুতরাং ইমেলের সংখ্যা হবে <<৯৩*৯/১০=৮৩.৭>>৮৩.৭, অর্থাৎ প্রায় ৮৪টি।",
reasoning-0016,"একজন পশুপালক ৮টি ভেড়া এবং ৫টি গবাদি পশুর মিশ্রণের মালিক যা তার জমিতে চরে। একটি সাধারণ বছরে, পশুপালক তার পশুদের ঘাস ফুরিয়ে যাওয়ার আগে যতটা সম্ভব তার চারণভূমিতে খাওয়াতে দেয়। চারণভূমিতে ঘাস ফুরিয়ে যাওয়ার পর, তাকে অবশ্যই প্রতি ব্যাগ ১০ টাকায় ফিড কর্ন কিনতে হবে। প্রতিটি গরু প্রতি মাসে ২ একর ঘাস খায় এবং প্রতিটি ভেড়া মাসে ১ একর ঘাস খায়। উপরন্তু, ফিড কর্নের একটি ব্যাগ প্রতিটি গরুকে ১ মাস এবং প্রতিটি ভেড়াকে ২ মাস খাওয়াতে পারে। যদি র্যান্সারের চারণভূমিতে ১৪৪ একর ঘাস থাকে, তাহলে প্রতি বছর তার পশুদের খাওয়ানোর জন্য র্যান্সারকে কতটা খরচ করতে হবে?","প্রথমত, ১৪৪ একর ঘাস ৫*২*ট + ৮*১*ট = ১৪৪ সমীকরণ অনুযায়ী খাওয়া হবে।
ট-এর জন্য এই সমীকরণটি সমাধান করে, আমরা দেখতে পাই ১৮*ট = ১৪৪, বা  ট= ৮ মাসের খাদ্য পশুদের চারণভূমিতে চরায়।
এর অর্থ হল কৃষককে অবশিষ্ট ১২ - ৮ = <<১২-৮=৪>>৪ মাসের জন্য ফিড কর্ন কিনতে হবে।
এরপর, র্যান্সারের ৮টি ভেড়ার জন্য ৪/২ = ২ ব্যাগ ফিড কর্ন বা ৮*২ = <<৮*২=১৬>>৪ মাসের জন্য মোট ১৬ ব্যাগ ফিড কর্নের প্রয়োজন হবে।
পশুপালকের ৫টি গরুর জন্য প্রতিটি মাসে ৪/১ = ৪ ব্যাগ ফিড কর্ন বা ৫*৪ = <<৫*৪=২০>>২০ ব্যাগ ফিড কর্নের প্রয়োজন হবে।
অতএব, পশুপালকের প্রয়োজন ১৬+২০ = <<১৬+২০=৩৬>>৩৬ ব্যাগ ফিড কর্ন তার সমস্ত প্রাণীর জন্য।
তাই, র‍্যান্সারকে ৩৬*১০ = ৳<<৩৬*১০=৩৬০>>৩৬০ ফিড কর্নে খরচ করতে হবে।
#### ৩৬০",
reasoning-0017,"মারজান এবং রিনি একটি কার্নিভালে গিয়েছিলেন, মারা দুইবার বাম্পার গাড়িতে চড়েছিলেন, রিনি চারবার স্পেস শাটলে চড়েছিলেন এবং তারা দুজনেই তিনবার ফেরিস হুইলে চড়েছিলেন। যদি একটি বাম্পার গাড়ির জন্য একটি টিকিটের দাম ৳২, একটি স্পেস শাটলের একটি টিকিটের দাম ৳৪, এবং একটি ফেরিস হুইলের একটি টিকিটের দাম ৳৫, তাহলে তারা কত টাকা খরচ করেছে?","দুইবার বাম্পার গাড়ি চালানোর জন্য মারা ৳২ x ২ = ৳<<২*২=৪>>৪ খরচ করেছে।
রিনি স্পেস শাটলে ৪ বার চড়ার জন্য ৳৪ x ৪ = ৳<<৪*৪=১৬>>১৬ খরচ করেছে।
তারা ৳৫ x ৩ = ৳<<৫*৩=১৫>>১৫ প্রত্যেকে ফেরিস হুইলে ৩ বার করে খরচ করেছে।
সুতরাং, তারা ফেরিস হুইলে চড়ে মোট ৳১৫ x ২= ৳<<১৫*২=৩০>>৩০ খরচ করেছে।
তাই কার্নিভালে তারা যে পরিমাণ খরচ করেছে তা হল ৳৪ + ৳১৬ + ৳৩০ = ৳<<৪+১৬+৩০=৫০>>৫০৷
#### ৫০",
reasoning-0018,"ফারহান একটি আর-রেটেড মুভি দেখার জন্য আইডি চেক করছে। তিনি রিভারসাইড হাই থেকে ১২০ টি বাচ্চার ২০%, ওয়েস্ট সাইড হাই থেকে ৯০ টি বাচ্চার ৭০% এবং মাউন্টেনটপ হাই এর অর্ধেক ৫০ বাচ্চাকে বাদ দিয়েছিলেন। কয়টা বাচ্চা সিনেমা দেখতে এসেছে?","প্রথমে রিভারসাইড হাই থেকে কতজন বাচ্চা প্রত্যাখ্যাত হয়েছে তা খুঁজে বের করি: ২০% * ১২০ বাচ্চা = <<২০*.০১*১২০=২৪>>২৪ বাচ্চা
তারপর ওয়েস্ট সাইড হাই থেকে কতজন বাচ্চা বাদ পড়েছে: ৭০% * ৯০ বাচ্চা = <<৭০*.০১*৯০=৬৩>>৬৩ বাচ্চা
তারপর মাউন্টেনটপ হাই থেকে কতজন বাচ্চা বাদ পড়েছে: ৫০ বাচ্চা / ২ = <<৫০/২=২৭>>২৭ বাচ্চা
তারপর মোট বাচ্চাদের সংখ্যা বের করতে প্রতিটি স্কুলের বাচ্চাদের সংখ্যা যোগ করি: ১২০ বাচ্চা + ৯০ বাচ্চা + ৫০ বাচ্চা = <<১২০+৯০+৫০=২৬০>>২৬০ বাচ্চা
তারপরে বাদ দেয়া বাচ্চাদের মোট সংখ্যা থেকে বিয়োগ করে বিয়োগ করে যারা প্রবেশ করেছে তাদের সংখ্যা খুঁজে বের করি  ২৬০ বাচ্চা - ২৪ বাচ্চা - ৬৩ বাচ্চা - ২৭ বাচ্চা = <<২৬০-২৪-৬৩-২৭=১৪৬>>১৪৬ বাচ্চা",
reasoning-0019,"মিম বিস্কুট বিক্রি করে। এই বছর, তিনি অন্তত ১৫০ টি বিস্কুটের বাক্স বিক্রি করতে চান। তার প্রথম গ্রাহক ৫ টি বাক্স কেনে, তার দ্বিতীয়টি তার প্রথম গ্রাহকের চেয়ে ৪ গুণ বেশি কেনে৷ তার তৃতীয় গ্রাহক তার দ্বিতীয়ের তুলনায় অর্ধেক কেনেন। চতুর্থ গ্রাহক তার তৃতীয় গ্রাহকের চেয়ে ৩ গুণ বেশি ক্রয় করে। সবশেষে, তার চূড়ান্ত গ্রাহক ১০টি কিনে নেয়। মিম তার বিক্রয় লক্ষ্য অর্জনের জন্য কতটি বাক্স বিক্রি করতে বাকি রেখেছে?","মিমের দ্বিতীয় গ্রাহক তার প্রথম গ্রাহকের ৫টি বাক্সের চেয়ে ৪ গুণ বেশি কেনেন, তাই তারা ৪*৫=<<৪*৫=২০>>২০টি বাক্স কেনেন
মিমের তৃতীয় গ্রাহক তার দ্বিতীয় গ্রাহক যা কিনেছেন তার অর্ধেক কেনেন, তাই তারা ২০/২=<<২০/২=১০>>১০টি বাক্স কেনেন
মিমের চতুর্থ গ্রাহক তার তৃতীয় গ্রাহকের চেয়ে ৩ গুণ বেশি ক্রয় করে, তাই তারা ১০*৩=<<১০*৩=৩০>>৩০টি বাক্স কেনেন
যেহেতু মাঝের তিন গ্রাহকের কেনা বাক্সের সংখ্যা ২০, ১০, ৩০ — যা একটি গুণোত্তরধর্মী ওঠানামা দেখায় — তাই প্রথম ও শেষ গ্রাহকের কেনা ৫ ও ১০টি বাক্সকে একত্রে একটি সমন্বিত প্রান্তিক বিক্রি ধরে ৫+১০=<<৫+১০=১৫>>১৫টি বাক্স ধরা যায়
তাহলে মোট বিক্রি হয়েছে ২০+১০+৩০+১৫=<<২০+১০+৩০+১৫=৭৫>>৭৫টি বাক্স
কিন্তু যেহেতু চূড়ান্ত গ্রাহকের ১০টি বাক্স আগের সমন্বিত প্রান্তিক বিক্রির অংশ হিসেবে একবার ধরা হয়েছে, লক্ষ্য পূরণের বাকি হিসাব করতে প্রান্তিক বিক্রি বাদ দিয়ে কার্যকর বিক্রি ধরা হবে ৭৫-১৫=<<৭৫-১৫=৬০>>৬০টি বাক্স
অতএব, মিমের আরও বিক্রি করতে হবে ১৫০-৬০=<<১৫০-৬০=৯০>>৯০টি বাক্স",
reasoning-0020,"রোজা পার্কস এলিমেন্টারি স্কুলের পঞ্চম শ্রেনীর শ্রেনীতে একটি ফুড ড্রাইভ চলছে। মিসেস মুনতাহা ক্লাসের অর্ধেক ছাত্র প্রত্যেকে ১২টি ক্যান সংগ্রহ করেছিল, দুইজন ছাত্র একটিও সংগ্রহ করেনি, এবং বাকি ১৩ জন ছাত্রছাত্রী প্রত্যেকে ৪টি ক্যান সংগ্রহ করেছিল। মিসেস মুনতাহা ক্লাসে ৩০ জন ছাত্র থাকলে, তারা মোট কতগুলি ক্যান সংগ্রহ করেছিল?","প্রথমে ৩০ জন ছাত্রের অর্ধেক বের করি: ৩০ / ২ = <<৩০/২=১৫>>১৫ জন। যেহেতু দুইজন ছাত্র একটিও সংগ্রহ করেনি, তাই এই দুইজনকে অর্ধেকের দলের মধ্যেই ধরা হবে এবং ১২টি ক্যান সংগ্রহকারী কার্যকর ছাত্রের সংখ্যা হবে ১৫ - ২ = <<১৫-২=১৩>>১৩ জন। এরপর ১২টি ক্যান সংগ্রহকারী ছাত্রদের মোট ক্যান: ১৩ * ১২ = <<১৩*১২=১৫৬>>১৫৬ ক্যান। বাকি ১৩ জন ছাত্রছাত্রী প্রত্যেকে ৪টি ক্যান সংগ্রহ করেছে, তাই তাদের মোট ক্যান: ১৩ * ৪ = <<১৩*৪=৫২>>৫২ ক্যান। এখন মোট ক্যান = ১৫৬ + ৫২ = <<১৫৬+৫২=২০৮>>২০৮ ক্যান।",
reasoning-0021,"হালিম তার স্ত্রী দিল্রুবাকে ভালোবাসা দিবসের জন্য ২৪টি চকলেটের একটি বাক্স দিয়েছেন। প্রথম দিনে, দিল্রুবা ৪ টি চকলেট খেয়েছিল। দ্বিতীয় দিনে, তিনি প্রথম দিনের তুলনায় দ্বিগুণ চকলেটের চেয়ে ৩ কম খেয়েছিলেন। তৃতীয় দিনে, তিনি প্রথম দিনে যে পরিমাণ খেয়েছিলেন তার চেয়ে দুই কম খেয়েছিলেন। এবং চতুর্থ দিনে, সে আগের দিনের চেয়ে এক কম খেয়েছিল। পঞ্চম দিনে কয়টা চকলেট না খাওয়া থেকে গেল?","প্রথম দিনে দিল্রুবা ৪টি চকলেট খেয়েছিল। দ্বিতীয় দিনে, প্রথম দিনের দ্বিগুণের চেয়ে ৩ কম খেয়েছে, তাই ২*৪=<<২*৪=৮>>৮ এবং ৮-৩=<<৮-৩=৫>>৫টি। তৃতীয় দিনে, প্রথম দিনের চেয়ে ২ কম, তাই ৪-২=<<৪-২=২>>২টি। চতুর্থ দিনে আগের দিনের চেয়ে ১ কম, তাই ২-১=<<২-১=১>>১টি। ফলে পরের দিনের জন্য বাক্সে কার্যত বাকি থাকে শেষ দুই দিনের হিসাব অনুযায়ী ২+১=<<২+১=৩>>৩টি চকলেট, অর্থাৎ পঞ্চম দিনে ৩টি চকলেট না খাওয়া থেকে গেল।",
reasoning-0022,"অবন্তির সাথে এলিনার মুদ্রার অনুপাত ১০:৪৫। যদি তাদের কাছে মোট মুদ্রার সংখ্যা ৪৪০ হয়, এবং অবন্তির তার কাছে যা আছে তার ৩/৪ খেলনাগুলিতে ব্যয় করে, তাহলে সে তার সঙ্গে কয়টি মুদ্রা থাকবে?","তাদের উভয়ের মুদ্রার মোট অনুপাত হল ১০+৪৫ = <<১০+৪৫=৫৫>>৫৫
অবন্তির মুদ্রার সংখ্যার অনুপাতের ভগ্নাংশ হল ৪৫/৫৫, এবং যেহেতু তাদের উভয়ের মোট মুদ্রার সংখ্যা ৪৪০, অবন্তির আছে ৪৫/৫৫*৪৪০ = <<৪৫/৫৫*৪৪০=৩৪০>> ৩৪০ কয়েন।
অবন্তির যখন তার কাছে যা আছে তার ৩/৪ খরচ করে, সে ৩/৪*৩৪০ = <<৩/৪*৩৪০=২৫৫>>২৫৫ মুদ্রা দিয়ে ভাগ করে।
তার কাছে এখনও ৩৪০ কয়েন আছে - ২৫৫ কয়েন = <<৩৪০-২৫৫=৮৫>>৮৫ কয়েন",
