blind_id,context,question,answer,is_hallucinated
codemix-0132,"Biday Hajj theke ferar por Hijri 11 saler Safar mase Muhammad jwore akranto hon. Jworer tapmatra prochondo howar karone pagrir upor thekeo ushnota onubhuto hochchilo. Osustho obosthateo tini egaro din namazer imamoti koren. Osusthota tibro howar por tini sokol strir onumoti niye Aishar grihe obosthan korte thaken. Bola hoy, ei osusthota chilo Khaibarer ek Ihudi narir toiri bish meshano khabar grohoner karone. Stri Aishar kole matha rekhe, tini Aishake tar sorbosesh parthib sompotti (sat kingba at dinar) dan kore dite bolen (kothito ache ta tini bolen mrityur ek din purbe), erpor tini tar jiboner",Nobi Muhammad er mrityur karon ki chilo?,Nobi Muhammad er mrityur karon chilo Khaibarer bishkriya.,
codemix-0133,"Shadhinotar pore abirbhuto cholocchitro porichalokder moddhe Alamgir Kabir (1938-1989) ullekhjoggo. Tar nirmito cholocchitro holo Dhire Bohe Meghna (1973), Surjo Konna (1976), Simana Periye (1977), Rupali Soikote (1979), Mohona (1982), Porinita (1984) o Mohanayok (1985).",Bangladeshi cholocchitro porichalok Alamgir Kabir-er porichalito prothom cholocchitrer nam ki?,Alamgir Kabir-er prothom porichalito cholocchitro chhilo **Surjo Konna (1976)**.,
codemix-0134,"Kolkata Poshchimbonger rajdhani totha brihottom shohor. Kolkata Bharoter tritiyo brihot mohanogor.[69] ebong Brihottor Kolkata desher tritiyo brihottom nogoranchol.[70] Uttarbonger Shiliguri rajyer opor ek orthonaitik guruttopurno mohanogor. Shiliguri Corridor-e obosthito ei shohor Uttar-Purbo Bharoter shonge oboshishto desher shongjog rokkha korche. Asansol o Durgapur rajyer poshchimancholer shilpo-taluke obosthito opor duti mohanogor.[71] Rajyer onnanno shohorgulir moddhe ullekhjoggo Howrah, Raniganj, Haldia, Jalpaiguri, Kharagpur, Bardhaman, Darjeeling,",Jonoshonkhar dik theke Bharatborsher Poshchimbongo rajyer shobcheye boro jela konti?,Kolkata,
codemix-0135,Abu Bakar 573 saler dike Makkar Quraysh bongser Banu Taim gotre jonmogrohon korechen.[6] tar babar nam Abu Quhafa o mayer nam Salma binte Sakhar.,Islamer prothom khalifa Abu Bakr kobe jonmogrohon koren?,Abu Bakr mone hoy 570 saler dike jonmogrohon koren.,
codemix-0136,"1948 sale Jatisongho shantirokkha mission shuru hoy. Er prothom mission chilo 1948 sale Moddhoprachye 1948 Arab-Israeli juddher shomoy juddho-biroti palon o bojay rakha. Tarpor theke, Jatisongher shantirokkhira bishwobyapi pray 63ti missione ongshogrohon koreche, 17ti ajo obbyahoto royeche. 1988 sale songsthati shantite Nobel lav kore.",Jatisongho shantirokkha mission prothom kothay shuru hoy?,Prothom Jatisongho shantirokkha mission shuru hoy Europe-e.,
codemix-0137,"1985 sale Markin Juktorashtrer telecom niyontronk Federal Communication Commission (FCC) kortik bename bornomalar koyekti band kholar jonno onumoti deya hoy, ja Wi-Fi name porichito. Jekhane sorkari license er proyojon charai byabohar korte onumoti deya hoyechilo. Oi somoy ei podokkhep somporke khub kom lok e janto; echara ham-radio channel ti chilo licensehin ekta bornali. Kintu FCC-r kormochari, Michael Marcus chilo shopnodorshi prokousholi jini shilpo, baigganik o chikitsa band theke tin vag er ek vag spectrum grohon koren ebong jogajog uddokted er kache taderke byaboharer jonno unmukto kore diyechilen.",Wi-Fi shobdotir byabohar prothom kobe theke shuru hoy?,Wi-Fi shobdotir byabohar prothom dike 1980-er doshoker shesh dike procholito hoy.,
codemix-0138,2000 sal theke Arsenal-er proshikkhon kendro Hertfordshire-er Shenley-te. Er age byabohrito hoto University College London-er chhatro union-er proshikkhon kendro. Taro age 1961 sal porjonto Highbury.[16] Underhill namer shei stadium-ta ekhono Arsenal Football Club-er otirikto kheloyar-der match khelar jonno byabohar kora hoy. Bortomane stadium-ti Barnet Football Club-er malikhanadhin.,Arsenal proshikkhon kendrer bortoman malik ke?,Bortomane Arsenal proshikkhon kendrer malik holo University College London-er chhatro union.,
codemix-0139,"Madrasa shikkhay prothom protisthan chilo Safa porboter padeshe Zayed-bin-Arkamer barite - jekhane swoyong Rasul (s:) chilen shikkhok ebong shikkharthi chilen tar koyekjon onushari nowmuslim. Hijrater por Madinay Masjide Nababi-r purbopashe sthapit hoy Madrasa Ahle Suffa. Shikkhok chilen Ubada-ibn Samit ar shikkharthider moddhe chilen Abu Huraira (ra) Muayaz-ibn Jabal Gifari (ra) promukh. Sekaler madrasar pathyosuchite chilo, Quran, Hadis, Farayez, prothomik chikitsa, bongsho shastro, Tajbid ityadi. Echarao oshwo chalona, juddhobidya, hostolipi bidya, sh",Bishwer prothom madrasa shikkha protisthan kothay obosthito?,"Bishwer prothom madrasa shikkha protisthan chilo Madinay Masjide Nababi-r purbopashe, Madrasa Ahle Suffa-te.",
codemix-0140,"Je shob taler podobibhag guli soman matrar dara gothito, take somopodi tal bole. Jemon: Dadra talti 06 matra dara gothito, er podobibhagti hocche-- dha dhi na . na ti na.. Orthaat tin tin kore saman matra niye er podobibhajon kora hoyeche. Kaharba, Trital, Choutal ityadio somopodi tal. Je shob taler podobibhag guli osoman, shei shob talke bisomopodi tal bola hoy. Jemon Teora talti 07 matrar ebong er podobibhajonti hocche-- dha dhi na . dhi na . dhi na.. Orthaat tin dui dui kore osoman vabe podo bibhajon kora hoise. Jhaptal, Dhamar ityadio bisomopodi tal. Soman shong",Dadra tal koto matra bishisto?,Dadra tal sadharonoto 8 matra bishisto dhora hoy.,
codemix-0141,Abdul Jabbar 1938 saler 10 February totkalin British Bharoter (bortoman Bangladesh) Kushtia jelay jonmogrohon koren. [5][6] 1956 sale tini metric porikkhay uttirno hon.[2] Tini sangeeter talim grohon koren Ustad Osman Gani ebong Ustad Lutfool Haq er nikot.[7],Bangladeshi shongeet shilpi Abdul Jabbar kobe jonmogrohon koren?,"Abdul Jabbar mone hoy 1956 sale jonmogrohon koren, karon oi bochorei tini metric porikkhay uttirno hon.",
codemix-0142,"Aeroplane Jelly Bert Appleth-er toiri Australia-r ekta jelly brand. Appleth paribarik byabsha protisthan Traders Proprietary Limited, Australia-r onnotomo brihottom paribarik khaddo prostutkari protisthane porinoto hoy ebong porobortite 1995 sale Juktorastro vittiok McCormick and Company-r shohayok protisthan McCormick Foods Australia-r odhine bikri hoye jay. Barshik 18 million packet bikri kore Australia-r jelly-r bajare Aeroplane Jelly shirshosthane obosthan niyeche. Shobcheye bikrito aswadan (flavour) holo Strawberry.[2]",Aeroplane Jelly er bortomane (2019) kon companyr ponno?,Aeroplane Jelly bortomane (2019) Goodman Fielder-er ponno.,
codemix-0143,Anowar Ibrahim United Malay National Organization ba UMNO er sodossho thakakalin somoye 1993-1998 sal porjonto Malaysia-r upo-prodhanmontri ebong 1991-1998 sal porjonto ortho montrir daitto palon koren. Kintu pore tini prodhanmontri Mahathir Mohammad kortik borkhasto hon. Ebong durniti o somokamitar daye jelhajote prerit hon.,Malaysian rajnitibid o birodhidoliyo neta Anwar Ibrahim koto sal theke koto sal porjonto Malaysia-r up-pradhanmontri chilen?,Anwar Ibrahim mone hoy 1991 theke 1998 porjonto Malaysia-r up-pradhanmontri chhilen.,
codemix-0144,Aorongojeb tar purbosurider tulonay onek onarombor chilen. Tini Islamic calligraphy pochondo korten. Tar shashonamole Lahorer Badshahi Mosjid ebong Aurangabade tar stri Rabia ud Duranir smorone Bibi Ka Maqbara nirman korechilen.,Aurangzeb er strir nam ki chilo?,Aurangzeb er stri chilen Mumtaz Mahal bole dhora hoy.,
codemix-0145,"Myanmar-er mot ayoton 676,552 borgokilometer. Uttar-dokkhin e er doirgho pray 2,085 kilometer. Purbo-poshchime er sorbocho bistar pray 930 kilometer. Upokuliyo elakati nimno Myanmar ebong obhontorin angshoti urdho Myanmar name porichito. Oshwokhurakriti porbotbyabostha o Iraboti nodir upotyaka deshtir bhu-songsthaner prodhan boishishto. Uttorer porbotgulir sorbocho shringo Hkakabo Razi-r uchchota 5,881 meter. Eti dokkhin-purbo Asia-r sorbocho shringo. Aro duiti porbotbyabostha uttar theke dokkhine bistrito. Arakan Yoma porbotmalati Myanmar o Bharotiyo upomohodesher moddhe ekti",Myanmar-er bortoman (2019) ayoton koto?,"Myanmar-er bortoman (2019) ayoton pray 2,085 kilometer.",
codemix-0146,"October, 2016 saler hisab onujayi Jatisongho ba Rashtrasonggher sodosso rashtrer shonkha 193 sodosso.[1] Er sodor doptor Juktorashtrer New York shohore obosthito. Sanggothonikvabe Jatisongho ba Rashtrasonggher prodhan onggo songsthagulo holo - shadharon porishod, nirapotta porishod, orthonaitik o shamajik porishod, sochibaloy, trusteeship council ebong antorjatik adalat. Echarao royeche Bishwo Shastho Songstha, UNICEF ityadi. Jatisongho ba Rashtrasonggher prodhan nirbahi holen er mohasochib. 2017 saler January 1 tarikh theke mohasochib pode royechen Portugaler nagorik rajnitibid o Jatis",UNESCO Jatisonggher shodor doptor kothay?,UNESCO-r Jatisonggher shodor doptor Paris-e obosthito.,
codemix-0147,Alchi Bouddhobiharer protishthata hisebe Rin-chen-bzang-po (jibonkalo: 958-1055) namok bikhyato Tibboti Bouddho ponditer ullekh kora hoy. Kintu Roger Goepper ei biharer shobcheye puraton bhobongulir modhye onnotomo Gsum-brtsegs mondirti troyodosh shotabdir prothom choturthangshe nirmito hoyechhilo bole hiseb korechen. Ei mondirer tritiyo tolar probeshdwarer deowale 'Bri-kung-bka'-brgyud dhormosomprodayer jogider chitrey ei dhormosomprodayer protishthata 'Jig-rten-mgon-po-rin-chen-dpaler (jibonkalo: 1143-1217) chitra,Alchi Bouddhobiharer protishthata ke?,Rin-chen-bjang-po,
codemix-0148,"Banglay Musolman adhipottyo protishthito hobar age Brahmanyo Hindusamajer pironer ashonkay Banglar Bouddhogon tader dhormiyo punthipotro niye shishyoderke songi kore Nepal, Bhutan o Tibet-e palayon korechhilen—ei dharonar boshoborti hoye Haraprasad Shastri charbar Nepal porivromon koren. 1897 sale Bouddho lokachar songkranto tothyo songroher jonno tini prothombar Nepal vromon koren. 1898 saler tar ditiyobar Nepal vromoner shomoy tini kichu Bouddho dhormiyo punthipotro songroho koren. 1907 Khristabde tritiyobar Nepal vromonkale Charyacharyabinischoy namok ekti punthi Nepal rajdorbarer obhilipish",Charyapoder punthiti sorboprothom kon prokashoni theke prokashito hoy?,Charyapoder punthiti sorboprothom Kolkata Bishwabidyaloy theke prokashito hoy.,
codemix-0149,1833 sale England-e Rammohon Ray mara jawar por dhormiyo songskar andolon-ta badhar shommukhin hoy. Rammohoner ghonishto bondhu o sohojogi Dwarakanath Thakurer (1794-1846) putro Debendranath Thakur (1817-1905) kajta hate nen. Tar netritte Brahmo Samaj andolon-ta notun matra o boishishto porigroho kore. Tini 1839 sale Tattwabodhini Sabha name ekta somiti protistha koren ja ei notun dhormomot prochare bhishonvabe sochesto hoy. Tini Tattwabodhini Patrika name ekta songbadpotro-o prokash koren jeti e notun dhormobishwas procharer shonge shonge shamajik songskar sadhoner pokkheo jon,Keshabchandra Sen koto sale Brahmo Samaje jogdan koren?,1858 shale Brahmo Samaje jogdan koren.,
codemix-0150,"Sylhet shohore 27ti ward o 210ti moholla royeche. Er ayoton 26.5 borgo kilometer. 2001 shaler 9 April Sylhet shohorke Sylhet City Corporation-er odhin kora hoy. Sylhet shohor Hobiganj, Sunamganj, Moulvibazar o Sylheter bibhagiyo shohor hisebe bebohrito hoy. Sylhet City Corporation muloto Sylhet shohorer borjo byabosthapona, rasta nirmaan, traffic porichalona o niyontron, nibondhonshoho aro onek kaje songslishto kaj sompadon kore. Corporation-er mayor o 22 jon commissioner puro shohorer sob dhoroner unnoyoner kaj kore thaken.[3]",Sylhet shohorer mot ayoton koto?,Sylhet shohorer mot ayoton 28.7 borgo kilometer.,
codemix-0151,Munir Chowdhury 1953 sale karabondi obosthay Kobor natokti rochona koren. 1958 sale prokashito Purbobongo sarkarer bhasha-sangskar komitir report-er obaigganik o samprodayik bishoybostur tibro samalochona kore Munir Chowdhury Purbobonger bhasha komitir report alochona prosongge ekta dirgho bhashatattwik probondho lekhen. 1959 saler 27she April probondhoti Bangla Academy-te pothito hoy. Kintu Muslim dhormobishwase aghater obhijoge samorik sarkarer kache take koifiyot dite hoy. Erpor tini sahitye mononibesh koren o besh kichu moulik o onubad natok lekhen. Onekgulo probondher songkolon-o prokash,Abu Noyim Mohammad Munir Chowdhury koto sale Kobor natokti rochona korechilen?,1953,
codemix-0152,"1872-75 sale Alexander Cunningham prothom Harappa silmohor prokash koren. Tini vulboshot eti Brahmi lipi mone korechilen.[14] Er pray ardhashatabdi pore 1912 sale J. Fleet aro kotokguli Harappa silmohor abishkar koren. Ei silmohor dekhe uddibdho hoye 1921-22 sale Sir John Marshall ei onchole protnotattwik khononkaj ovijan chalan. Ei ovijaner folshrutitei Sir John Marshall, Raybahadur Dayaram Sahani o Madhoswarup Bhat Harappa ebong Rakhaldas Bandyopadhyay, E. J. H. Mackay o Sir John Marshall Mohenjodaro abishkar koren. 1931 saler modhyei Mohenjodaro-r odhikangsho protnosthol ab",Mohenjodaro shobhyota ke abishkar koren?,Mohenjodaro shobhyota abishkar koren Raybahadur Dayaram Sahani o Alexander Cunningham.,
codemix-0153,"Pakistaner kendriyo porishoder 1954 khristabder nirbachone Muslim League-ke khomotachyut korar lokkhe onnanno dol mile Juktofront namiyo ekta somonnito birodhi rajnaitik moncho gothon korar uddog neya hoy ebong Awami Muslim League 1953 saler 4 December tarikh-e Krishok Sromik Party, Pakistan Gonotantri Dol o Pakistan Khelafat Party-r shonge mile Juktofront gothon kore. Sathe aro chilo Maulana Atahar Ali-r Nezame Islam Party [1]. Bampanthi Gonotantri doler neta chilen Haji Mohammad Danesh ebong Mahmud Ali Sileti.",Haji Mohammad Danesh Poshchim Pakistan er kon rajnaitik songothon er sathe jukto chilen?,Haji Mohammad Danesh Poshchim Pakistan er Muslim League er sathe jukto chilen.,
codemix-0154,"Shorbosesh Bishwocup onushthito hoyeche Rashiyay, 2018 shaler 14 June theke 15 July porjonto. Ei Bishwocape France Croatia-ke finale 4-2 gole porajito kore shiropa jite ney.",Shorbosesh jatio football FIFA Bishwokap koto shale onushthito hoyechilo?,Shorbosesh FIFA Bishwokap mone hoy 2022 shalei onushthito hoyechilo.,
codemix-0155,"Upazelar itihash 1921 sale Shahjadpur, Ullapara o Sirajganj thana hote mot 108ti mouja niye Belkuchi thanati protishthito hoy. Prothome Belkuchi moujay er karyaloy sthapit hoy. Proshashonik byabosthar awotay ei thanake sthaniyo sarkar oddhyadesh 1982 bole April 1983, 1la Boishakh 1390 Bangla sone Belkuchi thanake manonnito thana hisebe unnito kora hoy. Bortomane Belkuchi upojelati 1ti pourashava, 06ti union, 108ti mouja o 151 ti gram niye gothito. U/P gulo holo: (1) Belkuchi Sadar, (2) Rajapur, (3) Bhangabari Union, (4)",Sirajganj jeler Belkuchi upojelatir ayoton koto?,Belkuchi upojelar ayoton praye 151 ti gram.,
codemix-0156,"Ponditra Maya shobhyotar juger shuru niye obiroto alochona kore jacchen. Belize-er Cuello-te Maya boshobasher shomprotik abishkarer carbon porikkha hote paoa tarikh onujayi Khristopurbo pray 2600 bochor ager.[3][4] Tara bismoykor kathamo nirmito kore. Mayar borshoponjika tothakothito Mesoamerican-er dirgho gononiyo borshoponjikar upor vitti kore kora hoyeche, ja Khristopurbo 11i August, 3114 Khristabder somotullyo.",Maya jonogoshthir abirbhab prothom kothay hoyechhilo?,Maya jonogoshthir prothom abirbhab hoyechhilo Belize-er Cuello anchole.,
codemix-0157,"Protapadityer baba Sridhar othoba Sri Hari Daud Khan Karranir odhine ekjon kormokorta chilen.[2] Sri Hari Daud Khan Karranir biswasto uzir Ludi Khanke hotya kore uzir pod dabi koren.[3] Daud Khan Karrani take 'Bikramaditya' upadhi prodan koren ebong mrito zamidar Chand Khaner zamidari take dan koren. Ullekhyo je, Chand Khaner kono bongshodhor chilo na.[4] Daud Karrani Mugholder kache porajito hobar por Sri Hari tar rajkosher shomosto ortho-shompod attosat kore paliye jan.[2] Sri Hari Khulnar Bawor elakay jan ebong sekhane nijeke Maharaja Bikramaditya hisebe ghoshona koren.[3] 158",Zomidar Protapaditya koto sale Hindu raja hishabe atto prokash koren?,1561 sale,
codemix-0158,"1948 sale Jatisongho shantirokkha mission shuru hoy. Er prothom mission chilo 1948 sale Moddhoprachye 1948 Arab-Israeli juddher shomoy juddho-biroti palon o bojay rakha. Tarpor theke, Jatisongher shantirokkhira bishwobyapi pray 63ti missione ongshogrohon koreche, 17ti ajo obbyahoto royeche. 1988 sale songsthati shantite Nobel lav kore.",Jatisongho shantirokkha mission prothom kothay shuru hoy?,Jatisongho shantirokkha mission prothom 1988 shale Nobel pawar por Europe-e shuru hoy.,
codemix-0159,Abu Bakar 573 saler dike Makkar Quraysh bongser Banu Taim gotre jonmogrohon korechen.[6] tar babar nam Abu Quhafa o mayer nam Salma binte Sakhar.,Islamer prothom khalifa Abu Bakr kobe jonmogrohon koren?,Hijrater por 632 shale janmogrohon koren.,
codemix-0160,"1885 saler prarombhe tini clergyman's throat roge akranto hon; krome ei rog golar cancer-er akar dharon kore. Kolkatar Shyampukur onchole take niye asha hoy. Bishishto chikitsok Mahendralal Sarkar tar chikitsay niyukto hon. Obostha shongkotjonok hole 11 December, 1885 tarikh-e take sthanantorito kora hoy Kashipurer ek birat baganbarite.[94]",Ramakrishna Paramahansher kon roger karone mrittu hoy?,Ramakrishna Paramahansher mrittu muloto jokkha-jatio golar jotilotar karone hoy.,
codemix-0161,"Upazelar itihash 1921 sale Shahjadpur, Ullapara o Sirajganj thana hote mot 108ti mouja niye Belkuchi thanati protishthito hoy. Prothome Belkuchi moujay er karyaloy sthapit hoy. Proshashonik byabosthar awotay ei thanake sthaniyo sarkar oddhyadesh 1982 bole April 1983, 1la Boishakh 1390 Bangla sone Belkuchi thanake manonnito thana hisebe unnito kora hoy. Bortomane Belkuchi upojelati 1ti pourashava, 06ti union, 108ti mouja o 151 ti gram niye gothito. U/P gulo holo: (1) Belkuchi Sadar, (2) Rajapur, (3) Bhangabari Union, (4)",Sirajganj jeler Belkuchi upojelatir ayoton koto?,Belkuchi upojelar ayoton 108 borgo ki.mi. er moto.,
codemix-0162,"Upazelar itihash 1921 sale Shahjadpur, Ullapara o Sirajganj thana hote mot 108ti mouja niye Belkuchi thanati protishthito hoy. Prothome Belkuchi moujay er karyaloy sthapit hoy. Proshashonik byabosthar awotay ei thanake sthaniyo sarkar oddhyadesh 1982 bole April 1983, 1la Boishakh 1390 Bangla sone Belkuchi thanake manonnito thana hisebe unnito kora hoy. Bortomane Belkuchi upojelati 1ti pourashava, 06ti union, 108ti mouja o 151 ti gram niye gothito. U/P gulo holo: (1) Belkuchi Sadar, (2) Rajapur, (3) Bhangabari Union, (4)",Sirajganj jeler Belkuchi upojelatir ayoton koto?,Belkuchi upojelatir ayoton prai 21.50 borgo ki.mi.,
codemix-0163,"Rabindranath Thakur Subhashchandrake 'Deshnayak'[7] akhya diye Taser Desh nrityonattyoti take utsorgo koren. Utsorgopotrey lekhen: ""Swadesher chitte nuton pran sonchar korbar punnyobroto tumi grohon korecho, sei kotha smoron k're tomar name 'Taser Desh' natika utsorgo korlum.""[8] Azad Hind Foujer ovijan byorthotay porjoboshito holeo, Subhashchandrer shourjo o aposhhin ronniti take Bharatbyapi jonopriyata dan kore. Netajir jonmodin bortomane Poshchimbange, Tripuray, Asome o Odishay rashtriyo chhutir din hisebe palito hoy. Swadhinotar por Kolkatar ekadhik rasta tar name namank",Netaji Subhash Chandra Bosu antorjatik bimanbondorer purnonam ki chilo?,Netaji Subhash Chandra Bosu antorjatik bimanbondorer purnonam chhilo **Barrackpore bimanbondore**.,
codemix-0164,"1985 sale Markin Juktorashtrer telecom niyontronk Federal Communication Commission (FCC) kortik bename bornomalar koyekti band kholar jonno onumoti deya hoy, ja Wi-Fi name porichito. Jekhane sorkari license er proyojon charai byabohar korte onumoti deya hoyechilo. Oi somoy ei podokkhep somporke khub kom lok e janto; echara ham-radio channel ti chilo licensehin ekta bornali. Kintu FCC-r kormochari, Michael Marcus chilo shopnodorshi prokousholi jini shilpo, baigganik o chikitsa band theke tin vag er ek vag spectrum grohon koren ebong jogajog uddokted er kache taderke byaboharer jonno unmukto kore diyechilen.",Wi-Fi shobdotir byabohar prothom kobe theke shuru hoy?,1991 shale prothom Wi-Fi shobdoti byabohar shuru hoy.,
codemix-0165,1997 shale Harry Potter and the Philosopher's Stone (Americate Harry Potter and Sorcerer's Stone name prokashito) name ei series-er prothom boi prokashito hoy. Prokashito howar por thekei ei series-er boiguli rochonar shoilpik utkorser jonno somalochokder kache proshongshito hoise ebong sara bishwer pathokmohole tumul jonopriota o byaboshayik shafollo orjon koreche.[1] Boier rajyer pasapashi cinema o video games-er duniyateo aloron srishti koreche. 2007 shaler April mash porjonto shatti boier prothom choyti boi sara prithibite 325 million kopir-o beshi bikri hoise[2] ebong 64tir-o odhik vashay onudito hoise.[3],Harry Potter uponnash-tar shorbosesh series-tar nam ki?,Harry Potter and the Cursed Crown,
codemix-0166,"Jain dhormer utshoti sposto noy.[11][12] Pashchatto gobeshok Helmuth von Glasenapp likhechen, Khristopurbo 1m sohosrabder 1m shotabditai Jain dhormer utshokaler sorbadhik shomoysima bole dhora jete pare. Tini prothom baish jon Tirthankarke pouranik choritro bole ullekh korechen.[13][14]",Jain dhormer udbhob kobe hoy?,Jain dhormer udbhob holo Mahabirer shomoye.,
codemix-0167,Abu Bakar 573 saler dike Makkar Quraysh bongser Banu Taim gotre jonmogrohon korechen.[6] tar babar nam Abu Quhafa o mayer nam Salma binte Sakhar.,Islamer prothom khalifa Abu Bakr kobe jonmogrohon koren?,Islamer prothom khalifa Abu Bakr 574 sale jonmogrohon koren.,
codemix-0168,"Alfred Wallace Juktorajyer Wales-e obosthito Monmouthshire County-r Usk shohorer nikotoborti Llanbadoc namok grame jonmogrohon koren.[2] Thomas Wallace o Mary Ann Greenell-er noy shontaner moddhe tini chilen shoptom. Thomas shombhoboto Scottish bongshodbhuto. Tar poribar, onno onek Wallace poribarer motoi, troyodosh shotoke Scotland-er shadhinota juddhe netritto dankari William Wallace-er sathe bongshiyo shomporker dabi kore.[3] Thomas ain bishoye degree orjon korleo kokhono ain byabsha korenni; uttaradhikar sutre kichu jomi peyechilen jekhan theke ay-o hoto, kintu byartho biniojer karone tader poribarer orthonaitik obostha dindin",Bikhyato British prokritibid Alfred Russel Wallace kon shohore jonmogrohon koren?,"Alfred Russel Wallace-er jonmo hoyechhilo Newport shohore, Wales-e.",
codemix-0169,Anowar Ibrahim United Malay National Organization ba UMNO er sodossho thakakalin somoye 1993-1998 sal porjonto Malaysia-r upo-prodhanmontri ebong 1991-1998 sal porjonto ortho montrir daitto palon koren. Kintu pore tini prodhanmontri Mahathir Mohammad kortik borkhasto hon. Ebong durniti o somokamitar daye jelhajote prerit hon.,Malaysian rajnitibid o birodhidoliyo neta Anwar Ibrahim koto sal theke koto sal porjonto Malaysia-r up-pradhanmontri chilen?,Anwar Ibrahim mone hoy 1991 theke 1998 porjonto Malaysia-r up-pradhanmontri chilen.,
codemix-0170,"Hosen Shohid Sohrawardy o Abul Hashemer netrittodhin totkalin Bongiyo Prodeshik Muslim League-er ekangser sommelon-er moddho diye 1949 saler 23 June Dhakar Tikatulir KM Das Lane Road-er Rose Garden Palace-e 'Purbo Pakistan Awami Muslim League' protishthito hoy, jar shovapoti chilen Tangailer Mowlana Abdul Hamid Khan Bhashani ebong shadharon shompadok Tangailer Shamsul Haq. Porobortikale, 1955 sale Mowlana Bhashanir udyoge dhormonirapekkhotar chorcha ebong osamprodayik chetona protisthar lokkhe songothontir nam theke pore 'Muslim' shobdoti bad deya hoy; nam rakha hoy: 'Purbo Pakistan Awami League'.[3]",1949 khristabde Awami Muslim League ke protistha kore?,Hossain Shahid Suhrawardy o Abul Hasheme,
codemix-0171,"Bostut, kagoj shobdoti Arbi mulok. Echara doyat, kolom-o ejatiyo Arbi shobdo. Sutorang kagoj shobdoti Arbi holeo prachin Hindurajya shomoye Bharote kagojer byabohar chilo emonta mone kora hoy.[4]",kagoj shobdoti kon dhoroner Bangla shobdo?,Kagoj shobdoti mone hoy Farsi mulok dhoroner Bangla shobdo.,
codemix-0172,"Banglay Musolman adhipottyo protishthito hobar age Brahmanyo Hindusamajer pironer ashonkay Banglar Bouddhogon tader dhormiyo punthipotro niye shishyoderke songi kore Nepal, Bhutan o Tibet-e palayon korechhilen—ei dharonar boshoborti hoye Haraprasad Shastri charbar Nepal porivromon koren. 1897 sale Bouddho lokachar songkranto tothyo songroher jonno tini prothombar Nepal vromon koren. 1898 saler tar ditiyobar Nepal vromoner shomoy tini kichu Bouddho dhormiyo punthipotro songroho koren. 1907 Khristabde tritiyobar Nepal vromonkale Charyacharyabinischoy namok ekti punthi Nepal rajdorbarer obhilipish",Charyapoder punthiti sorboprothom kon prokashoni theke prokashito hoy?,Asiatic Society theke prothom prokashito hoy.,
codemix-0173,"2003 sale Agatha Christir The Mirror Crack'd from Side to Side obolombone Rituparno toiri koren ekta ""whodunit"" rohossho chobi Shubho Mahurat. Ei chobite bishistho obhinetri Rakhee Gulzar o Sharmila Tagore-er shonge obhinoy koren Nandita Das. Ei bochorei Rabindranath Tagore-er uponnash obolombone Rituparno toiri koren Chokher Bali. Ei chobitei tini prothom Bollywood obhinetri Aishwarya Rai-ke niye kaj koren.[16]",Rituparno Ghosh porichalito Chokher Bali cholocchitroti kobe mukti pay?,2003 shale,
codemix-0174,"Jain dhormer utshoti sposto noy.[11][12] Pashchatto gobeshok Helmuth von Glasenapp likhechen, Khristopurbo 1m sohosrabder 1m shotabditai Jain dhormer utshokaler sorbadhik shomoysima bole dhora jete pare. Tini prothom baish jon Tirthankarke pouranik choritro bole ullekh korechen.[13][14]",Jain dhormer udbhob kobe hoy?,Jain dhormer udbhob sambhaboto Khristopurbo 2y shohosrabder shesh dike hoy.,
codemix-0175,"The Shawshank Redemption 1994 saler Markin mohakabyik natyo cholocchitro. Frank Darabont porichalito ei cholocchitre obhinoy korechen Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler, Clancy Brown, Gil Bellows, James Whitmore promukh. Million voter (10-er moddhe 9.3) upor vitti kore IMDb-r ""Top 250"" cholocchitrer moddhe eti #1 nombore royeche ebong sorbokaler sera cholocchitro hisebe bibechito.",The Shawshank Redemption cholochitroti-r nirmata ke?,The Shawshank Redemption cholochitroti-r nirmata chhilen **Tim Robbins**.,
codemix-0176,"Norse puran prothomik vabe songjukto kora hoyeche prachin Norse kothyo vashar sathe, ekta uttar Germanic vasha ja European moddhojug e Scandinaviar lokera kotha bolto, ebong eta adhunik Scandinaviar vashar purbopurush. Ei prachin Norse gronther odhikangsho Iceland e srishti hoyechilo, jekhane er kothyoriti, ja prak-Khrishtan adibashider theke udbhut, songroho kora hoyechilo ebong bibhinno pandulipite nothiboddho kora hoyechilo. Eigulo prothomik vabe 13sh shotabdite kora hoyechilo. Ei gronthosomuher moddhe chilo Prose Edda, ja 13sh shotabdite Snorri Sturluson dara rochito",Norse puran kobe rochito hoy?,Norse puran 12sh shotabdi te rochito hoy.,
